resume_id,name,job_title,skills,education,experience_years,projects,certifications,resume_text
RES_0052,Candidate_52,Full Stack Developer,"['Git', 'Node.js', 'PyTorch', 'GraphQL']",PhD in Mathematics,4,"['Project_0_52', 'Project_1_52', 'Project_2_52', 'Project_3_52', 'Project_4_52']",['AWS Certified'],"Name: Candidate_52
            Target Position: Full Stack Developer
            Summary: Experienced professional with 4 years in the tech industry.
            Skills: Git, Node.js, PyTorch, GraphQL
            Education: PhD in Mathematics
            Experience: 4 years
            Projects: Project_0_52, Project_1_52, Project_2_52, Project_3_52, Project_4_52
            Certifications: AWS Certified"
RES_0053,Candidate_53,Data Scientist,"['CI/CD', 'Kubernetes', 'Python']",PhD in Physics,10,['Project_0_53'],[],"Name: Candidate_53
            Target Position: Data Scientist
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: CI/CD, Kubernetes, Python
            Education: PhD in Physics
            Experience: 10 years
            Projects: Project_0_53
            Certifications: None"
RES_0054,Candidate_54,Product Manager,"['Node.js', 'Git', 'AWS', 'NumPy', 'MongoDB', 'JavaScript', 'CI/CD', 'Docker']",PhD in Physics,11,['Project_0_54'],"['Azure Certified', 'Scrum Master', 'TensorFlow Developer']","Name: Candidate_54
            Target Position: Product Manager
            Summary: Experienced professional with 11 years in the tech industry.
            Skills: Node.js, Git, AWS, NumPy, MongoDB, JavaScript, CI/CD, Docker
            Education: PhD in Physics
            Experience: 11 years
            Projects: Project_0_54
            Certifications: Azure Certified, Scrum Master, TensorFlow Developer"
RES_0055,Candidate_55,UX Designer,"['JavaScript', 'Java', 'Agile', 'PostgreSQL', 'AWS']",PhD in Statistics,6,['Project_0_55'],"['Google Cloud Certified', 'PMP', 'Scrum Master']","Name: Candidate_55
            Target Position: UX Designer
            Summary: Experienced professional with 6 years in the tech industry.
            Skills: JavaScript, Java, Agile, PostgreSQL, AWS
            Education: PhD in Statistics
            Experience: 6 years
            Projects: Project_0_55
            Certifications: Google Cloud Certified, PMP, Scrum Master"
RES_0056,Candidate_56,Software Engineer,"['CI/CD', 'Pandas', 'Docker', 'REST APIs', 'PyTorch', 'Java']",Bachelor's in Computer Science,15,['Project_0_56'],['Google Cloud Certified'],"Name: Candidate_56
            Target Position: Software Engineer
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: CI/CD, Pandas, Docker, REST APIs, PyTorch, Java
            Education: Bachelor's in Computer Science
            Experience: 15 years
            Projects: Project_0_56
            Certifications: Google Cloud Certified"
RES_0057,Candidate_57,DevOps Engineer,"['NumPy', 'REST APIs', 'React']",PhD in Engineering,1,['Project_0_57'],['Google Cloud Certified'],"Name: Candidate_57
            Target Position: DevOps Engineer
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: NumPy, REST APIs, React
            Education: PhD in Engineering
            Experience: 1 years
            Projects: Project_0_57
            Certifications: Google Cloud Certified"
RES_0058,Candidate_58,Software Engineer,"['Git', 'GraphQL', 'TensorFlow', 'PostgreSQL']",Master's in Computer Science,13,"['Project_0_58', 'Project_1_58', 'Project_2_58', 'Project_3_58', 'Project_4_58']",[],"Name: Candidate_58
            Target Position: Software Engineer
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: Git, GraphQL, TensorFlow, PostgreSQL
            Education: Master's in Computer Science
            Experience: 13 years
            Projects: Project_0_58, Project_1_58, Project_2_58, Project_3_58, Project_4_58
            Certifications: None"
RES_0059,Candidate_59,QA Engineer,"['Node.js', 'NumPy', 'REST APIs', 'Python', 'SQL', 'CI/CD', 'React', 'Agile']",PhD in Computer Science,6,"['Project_0_59', 'Project_1_59', 'Project_2_59']","['Azure Certified', 'PMP']","Name: Candidate_59
            Target Position: QA Engineer
            Summary: Experienced professional with 6 years in the tech industry.
            Skills: Node.js, NumPy, REST APIs, Python, SQL, CI/CD, React, Agile
            Education: PhD in Computer Science
            Experience: 6 years
            Projects: Project_0_59, Project_1_59, Project_2_59
            Certifications: Azure Certified, PMP"
RES_0060,Candidate_60,UX Designer,"['PyTorch', 'TensorFlow', 'PostgreSQL', 'JavaScript', 'Kubernetes', 'NumPy', 'SQL']",Master's in Statistics,8,['Project_0_60'],[],"Name: Candidate_60
            Target Position: UX Designer
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: PyTorch, TensorFlow, PostgreSQL, JavaScript, Kubernetes, NumPy, SQL
            Education: Master's in Statistics
            Experience: 8 years
            Projects: Project_0_60
            Certifications: None"
RES_0061,Candidate_61,DevOps Engineer,"['Git', 'AWS', 'JavaScript', 'Java', 'Agile', 'PostgreSQL', 'Node.js', 'Python']",PhD in Physics,14,"['Project_0_61', 'Project_1_61', 'Project_2_61']","['PMP', 'TensorFlow Developer']","Name: Candidate_61
            Target Position: DevOps Engineer
            Summary: Experienced professional with 14 years in the tech industry.
            Skills: Git, AWS, JavaScript, Java, Agile, PostgreSQL, Node.js, Python
            Education: PhD in Physics
            Experience: 14 years
            Projects: Project_0_61, Project_1_61, Project_2_61
            Certifications: PMP, TensorFlow Developer"
RES_0062,Candidate_62,QA Engineer,"['Git', 'MongoDB', 'Java', 'Docker', 'React', 'Agile']",PhD in Statistics,13,['Project_0_62'],[],"Name: Candidate_62
            Target Position: QA Engineer
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: Git, MongoDB, Java, Docker, React, Agile
            Education: PhD in Statistics
            Experience: 13 years
            Projects: Project_0_62
            Certifications: None"
RES_0063,Candidate_63,Machine Learning Engineer,"['React', 'MongoDB', 'JavaScript']",PhD in Engineering,3,"['Project_0_63', 'Project_1_63', 'Project_2_63', 'Project_3_63', 'Project_4_63']","['PMP', 'Google Cloud Certified']","Name: Candidate_63
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 3 years in the tech industry.
            Skills: React, MongoDB, JavaScript
            Education: PhD in Engineering
            Experience: 3 years
            Projects: Project_0_63, Project_1_63, Project_2_63, Project_3_63, Project_4_63
            Certifications: PMP, Google Cloud Certified"
RES_0064,Candidate_64,Software Engineer,"['GraphQL', 'CI/CD', 'SQL', 'AWS', 'Python', 'MongoDB']",Master's in Physics,15,"['Project_0_64', 'Project_1_64', 'Project_2_64']",[],"Name: Candidate_64
            Target Position: Software Engineer
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: GraphQL, CI/CD, SQL, AWS, Python, MongoDB
            Education: Master's in Physics
            Experience: 15 years
            Projects: Project_0_64, Project_1_64, Project_2_64
            Certifications: None"
RES_0065,Candidate_65,Frontend Developer,"['Agile', 'Java', 'Python', 'Git']",Master's in Statistics,4,"['Project_0_65', 'Project_1_65', 'Project_2_65', 'Project_3_65']",[],"Name: Candidate_65
            Target Position: Frontend Developer
            Summary: Experienced professional with 4 years in the tech industry.
            Skills: Agile, Java, Python, Git
            Education: Master's in Statistics
            Experience: 4 years
            Projects: Project_0_65, Project_1_65, Project_2_65, Project_3_65
            Certifications: None"
RES_0066,Candidate_66,Machine Learning Engineer,"['Node.js', 'JavaScript', 'NumPy', 'Agile']",Master's in Mathematics,8,['Project_0_66'],['TensorFlow Developer'],"Name: Candidate_66
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: Node.js, JavaScript, NumPy, Agile
            Education: Master's in Mathematics
            Experience: 8 years
            Projects: Project_0_66
            Certifications: TensorFlow Developer"
RES_0067,Candidate_67,Full Stack Developer,"['Java', 'MongoDB', 'Kubernetes']",PhD in Computer Science,13,"['Project_0_67', 'Project_1_67', 'Project_2_67', 'Project_3_67']","['PMP', 'AWS Certified']","Name: Candidate_67
            Target Position: Full Stack Developer
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: Java, MongoDB, Kubernetes
            Education: PhD in Computer Science
            Experience: 13 years
            Projects: Project_0_67, Project_1_67, Project_2_67, Project_3_67
            Certifications: PMP, AWS Certified"
RES_0068,Candidate_68,Frontend Developer,"['NumPy', 'TensorFlow', 'PostgreSQL', 'Kubernetes', 'Java', 'PyTorch']",Master's in Mathematics,0,"['Project_0_68', 'Project_1_68', 'Project_2_68', 'Project_3_68']",['Scrum Master'],"Name: Candidate_68
            Target Position: Frontend Developer
            Summary: Experienced professional with 0 years in the tech industry.
            Skills: NumPy, TensorFlow, PostgreSQL, Kubernetes, Java, PyTorch
            Education: Master's in Mathematics
            Experience: 0 years
            Projects: Project_0_68, Project_1_68, Project_2_68, Project_3_68
            Certifications: Scrum Master"
RES_0069,Candidate_69,Business Analyst,"['CI/CD', 'NumPy', 'Pandas', 'Git', 'GraphQL', 'AWS']",Master's in Computer Science,13,"['Project_0_69', 'Project_1_69']","['Azure Certified', 'PMP', 'Google Cloud Certified']","Name: Candidate_69
            Target Position: Business Analyst
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: CI/CD, NumPy, Pandas, Git, GraphQL, AWS
            Education: Master's in Computer Science
            Experience: 13 years
            Projects: Project_0_69, Project_1_69
            Certifications: Azure Certified, PMP, Google Cloud Certified"
RES_0070,Candidate_70,System Administrator,"['Node.js', 'NumPy', 'Kubernetes', 'MongoDB', 'PostgreSQL']",Master's in Engineering,0,"['Project_0_70', 'Project_1_70', 'Project_2_70', 'Project_3_70', 'Project_4_70']","['Google Cloud Certified', 'Scrum Master', 'AWS Certified']","Name: Candidate_70
            Target Position: System Administrator
            Summary: Experienced professional with 0 years in the tech industry.
            Skills: Node.js, NumPy, Kubernetes, MongoDB, PostgreSQL
            Education: Master's in Engineering
            Experience: 0 years
            Projects: Project_0_70, Project_1_70, Project_2_70, Project_3_70, Project_4_70
            Certifications: Google Cloud Certified, Scrum Master, AWS Certified"
RES_0071,Candidate_71,Data Scientist,"['GraphQL', 'JavaScript', 'Node.js', 'TensorFlow', 'PostgreSQL', 'MongoDB', 'NumPy', 'React']",Master's in Physics,5,"['Project_0_71', 'Project_1_71', 'Project_2_71', 'Project_3_71', 'Project_4_71']",[],"Name: Candidate_71
            Target Position: Data Scientist
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: GraphQL, JavaScript, Node.js, TensorFlow, PostgreSQL, MongoDB, NumPy, React
            Education: Master's in Physics
            Experience: 5 years
            Projects: Project_0_71, Project_1_71, Project_2_71, Project_3_71, Project_4_71
            Certifications: None"
RES_0072,Candidate_72,QA Engineer,"['MongoDB', 'GraphQL', 'Java', 'PostgreSQL', 'CI/CD']",Master's in Engineering,7,"['Project_0_72', 'Project_1_72', 'Project_2_72']","['Scrum Master', 'Azure Certified']","Name: Candidate_72
            Target Position: QA Engineer
            Summary: Experienced professional with 7 years in the tech industry.
            Skills: MongoDB, GraphQL, Java, PostgreSQL, CI/CD
            Education: Master's in Engineering
            Experience: 7 years
            Projects: Project_0_72, Project_1_72, Project_2_72
            Certifications: Scrum Master, Azure Certified"
RES_0073,Candidate_73,System Administrator,"['GraphQL', 'Java', 'AWS', 'Kubernetes', 'JavaScript']",Bachelor's in Statistics,14,['Project_0_73'],"['TensorFlow Developer', 'Google Cloud Certified']","Name: Candidate_73
            Target Position: System Administrator
            Summary: Experienced professional with 14 years in the tech industry.
            Skills: GraphQL, Java, AWS, Kubernetes, JavaScript
            Education: Bachelor's in Statistics
            Experience: 14 years
            Projects: Project_0_73
            Certifications: TensorFlow Developer, Google Cloud Certified"
